NCT_ID,Drug_Clean,Disease,plausibility,primary_target,causal_chain,leak_check
NCT01808573,neratinib,Metastatic Breast Cancer,80.0,"Irreversible pan-HER (HER1/EGFR, HER2/ERBB2, HER4) tyrosine kinase inhibitor","Irreversible HER2 kinase inhibition -> blocks the HER2 oncogenic signaling driver -> proliferative arrest of HER2-amplified breast cancer cells. In HER2-driven metastatic breast cancer, the target IS the amplified oncogenic driver (imatinib-like fit). Strongly on-path for the HER2+ subset; 'metastatic breast cancer' unqualified includes HER2-negative where it would be off-path, slightly tempering the score.",clean
NCT01531114,prasugrel,Diabetes Mellitus,22.0,P2Y12 ADP receptor on platelets (irreversible antagonist),"P2Y12 blockade -> reduced platelet aggregation -> less arterial thrombosis. Diabetes itself is a metabolic/insulin disease; antiplatelet therapy does not modify glycemia or the core diabetic pathophysiology. Benefit only on a thrombotic-event endpoint, which is comorbidity-driven, not the disease driver here.",clean
NCT01830543,prasugrel,Atrial Fibrillation; Percutaneous Coronary Intervention,52.0,P2Y12 ADP receptor (irreversible antagonist),"With concurrent PCI the platelet-driven stent-thrombosis component is on-mechanism for P2Y12 inhibition, but the AF cardioembolic stroke driver requires anticoagulation. Mixed: prasugrel addresses the stent/atherothrombotic part but not the dominant AF embolic mechanism. Partial fit.",clean
NCT01777152,prednisone,cell Lymphoma,66.0,Glucocorticoid receptor (NR3C1) agonist,"GR agonism -> apoptosis of malignant lymphoid cells -> 'cell Lymphoma' (B/T lymphoid malignancy) is glucocorticoid-sensitive; corticosteroids are an active cytotoxic backbone component (e.g., CHOP); on a real death-signaling node for lymphoid cancers",clean; vague disease term parsed as lymphoid lymphoma
NCT01921218,prednisone,Failing Renal Allograft,72.0,Glucocorticoid receptor (NR3C1),GR agonism -> suppression of alloreactive T-cell rejection response -> failing allograft driven by immune rejection; corticosteroids are core anti-rejection immunosuppression on the causal driver.,clean
NCT01729871,rivaroxaban,Atrial Fibrillation,85.0,Factor Xa inhibitor,"Atrial fibrillation -> stasis in left atrial appendage -> thrombin-generated thrombus -> cardioembolic stroke. FXa inhibition prevents thrombus formation, directly on the causal pathway for AF stroke prevention. Validated mechanism; stroke-prevention endpoint reachable. Strong fit.",clean
NCT01969721,salmeterol,COPD,78.0,Beta-2 adrenergic receptor (long-acting agonist),"Beta-2 agonism -> sustained bronchodilation -> reduced airflow obstruction and dyspnea in COPD. Airflow limitation is the defining feature of COPD; LABA directly addresses the reversible bronchoconstrictive component, improving FEV1/symptoms.",clean
NCT01455870,sitagliptin,Type 2 Diabetes,84.0,Dipeptidyl peptidase-4 (DPP-4),Incretin-axis modulation via DPP-4 inhibition lowers glucose in T2DM through glucose-dependent insulin secretion and glucagon suppression. On the validated causal/therapeutic pathway for the glycemic endpoint. Direct.,clean
NCT01930188,sitagliptin,Type 2 Diabetes,84.0,Dipeptidyl peptidase-4 (DPP-4),Incretin-axis modulation via DPP-4 inhibition lowers glucose in T2DM through glucose-dependent insulin secretion and glucagon suppression. On the validated causal/therapeutic pathway for the glycemic endpoint. Direct.,clean
NCT01767519,solifenacin,overactive bladder,86.0,Muscarinic M3 receptor antagonist,M3 antagonist inhibits detrusor smooth-muscle contraction -> reduced urgency/frequency/incontinence. Overactive bladder core pathophysiology is detrusor overactivity mediated by muscarinic signaling; the target is exactly the effector on the causal pathway. Validated mechanism for the OAB endpoint. Direct and strong.,clean
NCT01768572,sulfasalazine,Rheumatoid Arthritis,62.0,"Anti-inflammatory/immunomodulator (sulfapyridine + 5-ASA; inhibits NF-kB, folate-dependent pathways, cytokine release)","RA pathophysiology is driven by chronic synovial autoimmune inflammation (TNF, IL-1, immune cell activation); sulfasalazine's immunomodulatory action dampens this inflammatory cascade as a established DMARD. Target broadly on the inflammatory causal pathway, though non-specific and modest versus core cytokine drivers.",clean
NCT01945775,talazoparib,Metastatic Breast Cancer,74.0,PARP1/2 (poly-ADP-ribose polymerase),PARP inhibition/trapping -> synthetic lethality in HR-deficient (BRCA1/2-mutant) metastatic breast cancer cells -> tumor cell death. Targets the tumor's own DNA-repair vulnerability; strong target-validation in the germline BRCA-mutant population. Registrational tumor-shrinkage/PFS endpoint reachable.,clean
NCT01531114,ticagrelor,Diabetes Mellitus,18.0,P2Y12 ADP receptor on platelets,"P2Y12 blockade reduces platelet thrombosis. Diabetes mellitus itself is a metabolic/insulin-signaling disease; antiplatelet action does not modify glycemia or beta-cell/insulin-resistance pathophysiology. Only relevant via downstream cardiovascular-event reduction in diabetics, not the disease's core driver. Off-target for the glycemic disease itself.",clean
NCT01830543,ticagrelor,Atrial Fibrillation; Percutaneous Coronary Intervention,58.0,P2Y12 ADP receptor,Mixed setting: AF (needs anticoagulation) plus PCI (needs antiplatelet for stent thrombosis). P2Y12 inhibition correctly addresses the stent-thrombosis/atherothrombotic component but not the AF-cardioembolic component. Partial mechanistic fit for the combined population.,clean
NCT01964352,tiotropium,Chronic Obstructive Pulmonary Disease,82.0,Muscarinic M3 acetylcholine receptor antagonist,Same as COPD: M3 antagonism relieves cholinergic bronchoconstriction -> bronchodilation -> improved airflow/exacerbation reduction. Directly engages a core reversible mechanism of COPD obstruction.,clean
NCT01969721,tiotropium,COPD,82.0,Muscarinic M3 acetylcholine receptor (long-acting antagonist) in airway smooth muscle,M3 blockade -> reduced cholinergic bronchoconstriction -> bronchodilation -> improved airflow in COPD. Cholinergic bronchomotor tone is a central reversible component of COPD airflow obstruction; on the core symptomatic/functional driver path. Disease-modification limited but endpoint (lung function/exacerbations) reachable.,clean
NCT02006732,tiotropium,Chronic Obstructive Pulmonary Disease,82.0,Muscarinic M3 acetylcholine receptor antagonist,Same as COPD: M3 antagonism relieves cholinergic bronchoconstriction -> bronchodilation -> improved airflow/exacerbation reduction. Directly engages a core reversible mechanism of COPD obstruction.,clean
NCT01909453,vemurafenib,Mutant Melanoma,91.0,BRAF V600E kinase,'Mutant melanoma' implies BRAF-mutant selection; vemurafenib inhibits the V600E driver kinase that constitutively activates MAPK. On the causal driver path.,clean
NCT01517802,abiraterone acetate,Metastatic Castration-resistant Prostate Cancer; Metastatic Breast Cancer,82.0,CYP17A1 inhibitor (androgen biosynthesis),"Abiraterone blocks CYP17A1 -> for metastatic castration-resistant prostate cancer, androgen-receptor signaling sustained by residual adrenal/intratumoral androgen synthesis IS the validated driver; abiraterone depletes that androgen source -> squarely on the causal AR-axis. Label also lists metastatic breast cancer (a subset of AR+/hormone-sensitive breast tumors may respond, weaker); scoring the dominant prostate rationale.",clean
NCT01695135,abiraterone acetate,Prostate Cancer,85.0,CYP17A1 inhibitor (androgen biosynthesis),"Prostate cancer is fundamentally androgen-receptor driven; abiraterone suppresses adrenal/intratumoral androgen synthesis -> directly removes the ligand fueling the central oncogenic driver -> on-pathway, strongly validated target-disease link.",clean
NCT01605136,afamelanotide,erythropoietic protoporphyria,75.0,Melanocortin-1 receptor (MC1R) agonist -> eumelanin synthesis,"MC1R activation increases photoprotective eumelanin -> erythropoietic protoporphyria causes protoporphyrin-IX accumulation and light-triggered phototoxic skin pain; increased melanin shields against the triggering light, mitigating the phototoxic reaction. Directly addresses the photosensitivity mechanism (disease-modifying for the symptom driver). Strong fit.",clean
NCT01345682,afatinib,Cell Cancer,48.0,Irreversible pan-ErbB (EGFR/HER2/HER4) kinase inhibitor,EGFR/HER kinase blockade -> 'Cell Cancer' is an underspecified carcinoma label. Afatinib benefits depend on EGFR/HER pathway dependence; in an unspecified carcinoma the probability the tumor is driven by ErbB signaling is moderate. Mechanism is real but driver-match uncertain due to vague indication.,clean; disease descriptor 'Cell Cancer' is truncated/ambiguous
NCT01488071,agomelatine,Major Depression,58.0,Melatonergic MT1/MT2 agonist + 5-HT2C antagonist,"MT1/MT2 agonism resynchronizes circadian rhythm and 5-HT2C antagonism disinhibits frontocortical dopamine/noradrenaline -> major depression involves circadian disruption and monoaminergic dysregulation. Targets engage recognized depression-relevant systems; mechanism plausibly reaches a depression-rating endpoint, though effect size is debated. Reasonable fit.",clean
NCT01722539,albendazole,,,,,
NCT03238131,albendazole,onchocerciasis,52.0,Nematode beta-tubulin inhibitor (anthelmintic),"Albendazole targets nematode microtubules -> onchocerciasis is caused by Onchocerca volvulus. Mechanism hits the causal pathogen, but albendazole has comparatively weak macrofilaricidal/microfilaricidal activity against Onchocerca (ivermectin is the mainstay), so on-pathway but with limited efficacy for a registrational endpoint. Moderate fit.",clean
NCT01510158,allopurinol,gout,93.0,Xanthine oxidase,XO inhibitor -> blocks uric acid production -> lowers serum urate -> prevents monosodium urate crystal deposition that directly causes gout flares and tophi. Hyperuricemia is the necessary causal driver of gout. Textbook on-pathway match.,clean
NCT01724528,allopurinol,Tumor Lysis Syndrome,82.0,Xanthine oxidase,"XO inhibitor -> blocks hypoxanthine/xanthine -> uric acid conversion -> prevents urate accumulation. Tumor lysis syndrome is driven by massive purine release -> hyperuricemia/urate nephropathy. Allopurinol directly prevents the urate arm of TLS. On the causal pathway for the urate component (rasburicase covers established urate, but prevention is mechanistically sound).",clean
NCT01987570,allopurinol,ankle sprain,7.0,Xanthine oxidase,XO inhibitor -> reduces urate and XO-derived ROS. Ankle sprain is acute soft-tissue trauma/inflammation; no credible role for xanthine oxidase or urate in sprain pathophysiology or recovery. Gross target-disease mismatch.,clean
NCT01521962,alogliptin,Diabetes Mellitus,84.0,DPP-4 (dipeptidyl peptidase-4),"DPP-4 inhibitor -> blocks incretin (GLP-1/GIP) degradation -> increases glucose-dependent insulin secretion and suppresses glucagon -> lowers blood glucose. Incretin deficiency/insulin secretory defect is a validated, central node in type 2 diabetes. Direct on-pathway for glycemic endpoint.",clean; 'Diabetes Mellitus' assumed T2DM (DPP-4 mechanism)
NCT01395199,amlodipine,Thalassemia; Iron Overload,30.0,L-type voltage-gated calcium channel (Cav1.2),"amlodipine blocks L-type Ca2+ channels -> the pathophysiology of thalassemia iron overload is transfusional iron deposition; cardiac iron uptake occurs partly via L-type Ca2+ channels in cardiomyocytes, so amlodipine could reduce myocardial iron loading -> this is a peripheral, hypothesis-stage mechanism that does not address the primary systemic iron burden (chelation does). Target sits on a minor contributory uptake node, not the core driver; clinical endpoint reachability is weak.",clean
NCT01663233,amlodipine,Essential Hypertension,90.0,L-type voltage-gated calcium channel (CACNA1C/Cav1.2) in vascular smooth muscle — dihydropyridine CCB,"amlodipine blocks L-type Ca2+ channels -> reduces vascular smooth muscle contraction -> lowers peripheral vascular resistance, which is the core hemodynamic driver of essential hypertension -> directly lowers blood pressure, a registrational endpoint reachable by this mechanism. Target is squarely on the causal pathophysiology.",clean
NCT01690299,apremilast,psoriasis,82.0,Phosphodiesterase-4 (PDE4) inhibitor,PDE4 inhibition -> cAMP rise -> downmodulation of TNF/IL-17/IL-23 driving psoriatic inflammation. Psoriasis pathophysiology is squarely cytokine-driven and PDE4 is on that causal path; well-matched to skin-clearance endpoints.,clean
NCT00764478,asenapine,bipolar disorder,78.0,Dopamine D2 / serotonin 5-HT2A receptor antagonist (atypical antipsychotic),D2/5-HT2A antagonism -> reduced dopaminergic hyperactivity -> control of manic/mixed mood states in bipolar disorder. Atypical antipsychotics are mechanistically validated for the manic pole; on the causal path for mood-episode endpoints.,clean
NCT01617187,asenapine,Schizophrenia,85.0,Dopamine D2 / serotonin 5-HT2A receptor antagonist (atypical antipsychotic),D2 antagonism in mesolimbic pathway -> reduces dopaminergic hyperactivity underlying positive psychotic symptoms; 5-HT2A antagonism aids negative/cognitive domains. The dopamine hypothesis is the core validated mechanism of schizophrenia; target is directly on the causal path for symptom endpoints (PANSS).,clean
NCT01617200,asenapine,Schizophrenia,85.0,Dopamine D2 / serotonin 5-HT2A receptor antagonist (atypical antipsychotic),D2 antagonism in mesolimbic pathway -> reduces dopaminergic hyperactivity underlying positive psychotic symptoms; 5-HT2A antagonism aids negative/cognitive domains. The dopamine hypothesis is the core validated mechanism of schizophrenia; target is directly on the causal path for symptom endpoints (PANSS).,clean
